time,channel,rom_request_address,table,payload_index,response_source,response_byte,consume_byte,jt_output,oracle_byte,response_match,consume_match
0.278752000,3,0x434E0,hit2,0x026E9,DDR,0x88,0x88,112,0x88,1,1
0.278752000,9,0x56AC7,hit9,0x0D49D,DDR,0x8A,0x8A,320,0x8A,1,1
0.278784000,1,0x44DE6,hit3,0x03F09,DDR,0x69,0x69,-1817,0x69,1,1
0.278784000,3,0x434E0,hit2,0x026E9,DDR,0x88,0x88,112,0x88,1,1
0.278784000,9,0x56AC8,hit9,0x0D49E,DDR,0x86,0x86,192,0x86,1,1
0.278816000,1,0x44DE6,hit3,0x03F09,DDR,0x69,0x69,-1817,0x69,1,1
0.278816000,3,0x434E1,hit2,0x026EA,DDR,0x7F,0x7F,-14,0x7F,1,1
0.278816000,9,0x56AC8,hit9,0x0D49E,DDR,0x86,0x86,192,0x86,1,1
0.278848000,1,0x44DE7,hit3,0x03F0A,DDR,0xA8,0xA8,3160,0xA8,1,1
0.278848000,3,0x434E1,hit2,0x026EA,DDR,0x7F,0x7F,-14,0x7F,1,1
0.278848000,9,0x56AC9,hit9,0x0D49F,DDR,0x80,0x80,0,0x80,1,1
0.278880000,1,0x44DE7,hit3,0x03F0A,DDR,0xA8,0xA8,3160,0xA8,1,1
0.278880000,3,0x434E2,hit2,0x026EB,DDR,0x7D,0x7D,-42,0x7D,1,1
0.278880000,9,0x56AC9,hit9,0x0D49F,DDR,0x80,0x80,0,0x80,1,1
0.278912000,1,0x44DE8,hit3,0x03F0B,DDR,0xBD,0xBD,4819,0xBD,1,1
0.278912000,3,0x434E2,hit2,0x026EB,DDR,0x7D,0x7D,-42,0x7D,1,1
0.278912000,9,0x56ACA,hit9,0x0D4A0,DDR,0x7C,0x7C,-128,0x7C,1,1
0.278944000,1,0x44DE8,hit3,0x03F0B,DDR,0xBD,0xBD,4819,0xBD,1,1
0.278944000,3,0x434E3,hit2,0x026EC,DDR,0x95,0x95,294,0x95,1,1
0.278944000,9,0x56ACA,hit9,0x0D4A0,DDR,0x7C,0x7C,-128,0x7C,1,1
0.278976000,1,0x44DE9,hit3,0x03F0C,DDR,0x33,0x33,-6083,0x33,1,1
0.278976000,3,0x434E4,hit2,0x026ED,DDR,0x8B,0x8B,154,0x8B,1,1
0.278976000,9,0x56ACB,hit9,0x0D4A1,DDR,0x8E,0x8E,448,0x8E,1,1
0.279008000,1,0x44DE9,hit3,0x03F0C,DDR,0x33,0x33,-6083,0x33,1,1
0.279008000,3,0x434E4,hit2,0x026ED,DDR,0x8B,0x8B,154,0x8B,1,1
0.279008000,9,0x56ACB,hit9,0x0D4A1,DDR,0x8E,0x8E,448,0x8E,1,1
0.279040000,1,0x44DEA,hit3,0x03F0D,DDR,0x8A,0x8A,790,0x8A,1,1
0.279040000,3,0x434E5,hit2,0x026EE,DDR,0x76,0x76,-140,0x76,1,1
0.279040000,9,0x56ACC,hit9,0x0D4A2,DDR,0x81,0x81,32,0x81,1,1
0.279072000,1,0x44DEB,hit3,0x03F0E,DDR,0x90,0x90,1264,0x90,1,1
0.279072000,3,0x434E5,hit2,0x026EE,DDR,0x76,0x76,-140,0x76,1,1
0.279072000,9,0x56ACC,hit9,0x0D4A2,DDR,0x81,0x81,32,0x81,1,1
0.279104000,1,0x44DEB,hit3,0x03F0E,DDR,0x90,0x90,1264,0x90,1,1
0.279104000,3,0x434E6,hit2,0x026EF,DDR,0x87,0x87,98,0x87,1,1
0.279104000,9,0x56ACD,hit9,0x0D4A3,DDR,0x7E,0x7E,-64,0x7E,1,1
0.279136000,1,0x44DEC,hit3,0x03F0F,DDR,0x75,0x75,-869,0x75,1,1
0.279136000,3,0x434E6,hit2,0x026EF,DDR,0x87,0x87,98,0x87,1,1
0.279136000,9,0x56ACD,hit9,0x0D4A3,DDR,0x7E,0x7E,-64,0x7E,1,1
0.279168000,1,0x44DEC,hit3,0x03F0F,DDR,0x75,0x75,-869,0x75,1,1
0.279168000,3,0x434E7,hit2,0x026F0,DDR,0x92,0x92,252,0x92,1,1
0.279168000,9,0x56ACE,hit9,0x0D4A4,DDR,0x6E,0x6E,-576,0x6E,1,1
0.279200000,1,0x44DED,hit3,0x03F10,DDR,0xA0,0xA0,2528,0xA0,1,1
0.279200000,3,0x434E7,hit2,0x026F0,DDR,0x92,0x92,252,0x92,1,1
0.279200000,9,0x56ACE,hit9,0x0D4A4,DDR,0x6E,0x6E,-576,0x6E,1,1
0.279232000,1,0x44DED,hit3,0x03F10,DDR,0xA0,0xA0,2528,0xA0,1,1
0.279232000,3,0x434E8,hit2,0x026F1,DDR,0x82,0x82,28,0x82,1,1
0.279232000,9,0x56ACF,hit9,0x0D4A5,DDR,0x88,0x88,256,0x88,1,1
0.279264000,1,0x44DEE,hit3,0x03F11,DDR,0x4A,0x4A,-4266,0x4A,1,1
0.279264000,3,0x434E8,hit2,0x026F1,DDR,0x82,0x82,28,0x82,1,1
0.279264000,9,0x56ACF,hit9,0x0D4A5,DDR,0x88,0x88,256,0x88,1,1
0.279296000,1,0x44DEF,hit3,0x03F12,DDR,0x97,0x97,1817,0x97,1,1
0.279296000,3,0x434E9,hit2,0x026F2,DDR,0x85,0x85,70,0x85,1,1
0.279296000,9,0x56AD0,hit9,0x0D4A6,DDR,0x82,0x82,64,0x82,1,1
0.279328000,1,0x44DEF,hit3,0x03F12,DDR,0x97,0x97,1817,0x97,1,1
0.279328000,3,0x434E9,hit2,0x026F2,DDR,0x85,0x85,70,0x85,1,1
0.279328000,9,0x56AD0,hit9,0x0D4A6,DDR,0x82,0x82,64,0x82,1,1
0.279360000,1,0x44DF0,hit3,0x03F13,DDR,0xB2,0xB2,3950,0xB2,1,1
0.279360000,3,0x434EA,hit2,0x026F3,DDR,0x88,0x88,112,0x88,1,1
0.279360000,9,0x56AD1,hit9,0x0D4A7,DDR,0x7F,0x7F,-32,0x7F,1,1
0.279392000,1,0x44DF0,hit3,0x03F13,DDR,0xB2,0xB2,3950,0xB2,1,1
0.279392000,3,0x434EA,hit2,0x026F3,DDR,0x88,0x88,112,0x88,1,1
0.279392000,9,0x56AD1,hit9,0x0D4A7,DDR,0x7F,0x7F,-32,0x7F,1,1
0.279424000,1,0x44DF1,hit3,0x03F14,DDR,0x55,0x55,-3397,0x55,1,1
0.279424000,3,0x434EB,hit2,0x026F4,DDR,0x86,0x86,84,0x86,1,1
0.279424000,9,0x56AD2,hit9,0x0D4A8,DDR,0x72,0x72,-448,0x72,1,1
0.279456000,1,0x44DF1,hit3,0x03F14,DDR,0x55,0x55,-3397,0x55,1,1
0.279456000,3,0x434EB,hit2,0x026F4,DDR,0x86,0x86,84,0x86,1,1
0.279456000,9,0x56AD2,hit9,0x0D4A8,DDR,0x72,0x72,-448,0x72,1,1
0.279488000,1,0x44DF2,hit3,0x03F15,DDR,0x69,0x69,-1817,0x69,1,1
0.279488000,3,0x434EC,hit2,0x026F5,DDR,0x8C,0x8C,168,0x8C,1,1
0.279488000,9,0x56AD3,hit9,0x0D4A9,DDR,0x8C,0x8C,384,0x8C,1,1
0.279520000,1,0x44DF2,hit3,0x03F15,DDR,0x69,0x69,-1817,0x69,1,1
0.279520000,3,0x434EC,hit2,0x026F5,DDR,0x8C,0x8C,168,0x8C,1,1
0.279520000,9,0x56AD3,hit9,0x0D4A9,DDR,0x8C,0x8C,384,0x8C,1,1
0.279552000,1,0x44DF3,hit3,0x03F16,DDR,0x7E,0x7E,-158,0x7E,1,1
0.279552000,3,0x434ED,hit2,0x026F6,DDR,0x82,0x82,28,0x82,1,1
0.279552000,9,0x56AD4,hit9,0x0D4AA,DDR,0x87,0x87,224,0x87,1,1
0.279584000,1,0x44DF4,hit3,0x03F17,DDR,0xB5,0xB5,4187,0xB5,1,1
0.279584000,3,0x434ED,hit2,0x026F6,DDR,0x82,0x82,28,0x82,1,1
0.279584000,9,0x56AD4,hit9,0x0D4AA,DDR,0x87,0x87,224,0x87,1,1
0.279616000,1,0x44DF4,hit3,0x03F17,DDR,0xB5,0xB5,4187,0xB5,1,1
0.279616000,3,0x434EE,hit2,0x026F7,DDR,0x83,0x83,42,0x83,1,1
0.279616000,9,0x56AD5,hit9,0x0D4AB,DDR,0x83,0x83,96,0x83,1,1
0.279648000,1,0x44DF5,hit3,0x03F18,DDR,0x7F,0x7F,-79,0x7F,1,1
0.279648000,3,0x434EE,hit2,0x026F7,DDR,0x83,0x83,42,0x83,1,1
0.279648000,9,0x56AD6,hit9,0x0D4AC,DDR,0x6F,0x6F,-544,0x6F,1,1
0.279680000,1,0x44DF5,hit3,0x03F18,DDR,0x7F,0x7F,-79,0x7F,1,1
0.279680000,3,0x434EF,hit2,0x026F8,DDR,0x83,0x83,42,0x83,1,1
0.279680000,9,0x56AD6,hit9,0x0D4AC,DDR,0x6F,0x6F,-544,0x6F,1,1
0.279712000,1,0x44DF6,hit3,0x03F19,DDR,0x4F,0x4F,-3871,0x4F,1,1
0.279712000,3,0x434EF,hit2,0x026F8,DDR,0x83,0x83,42,0x83,1,1
0.279712000,9,0x56AD7,hit9,0x0D4AD,DDR,0x8A,0x8A,320,0x8A,1,1
0.279744000,1,0x44DF6,hit3,0x03F19,DDR,0x4F,0x4F,-3871,0x4F,1,1
0.279744000,3,0x434F0,hit2,0x026F9,DDR,0x89,0x89,126,0x89,1,1
0.279744000,9,0x56AD7,hit9,0x0D4AD,DDR,0x8A,0x8A,320,0x8A,1,1
0.279776000,1,0x44DF7,hit3,0x03F1A,DDR,0x93,0x93,1501,0x93,1,1
0.279776000,3,0x434F0,hit2,0x026F9,DDR,0x89,0x89,126,0x89,1,1
0.279776000,9,0x56AD8,hit9,0x0D4AE,DDR,0x8E,0x8E,448,0x8E,1,1
0.279808000,1,0x44DF8,hit3,0x03F1B,DDR,0xAD,0xAD,3555,0xAD,1,1
0.279808000,3,0x434F1,hit2,0x026FA,DDR,0x85,0x85,70,0x85,1,1
0.279808000,9,0x56AD8,hit9,0x0D4AE,DDR,0x8E,0x8E,448,0x8E,1,1
0.279840000,1,0x44DF8,hit3,0x03F1B,DDR,0xAD,0xAD,3555,0xAD,1,1
0.279840000,3,0x434F1,hit2,0x026FA,DDR,0x85,0x85,70,0x85,1,1
0.279840000,9,0x56AD9,hit9,0x0D4AF,DDR,0x91,0x91,544,0x91,1,1
0.279872000,1,0x44DF9,hit3,0x03F1C,DDR,0x6F,0x6F,-1343,0x6F,1,1
0.279872000,3,0x434F2,hit2,0x026FB,DDR,0x85,0x85,70,0x85,1,1
0.279872000,9,0x56AD9,hit9,0x0D4AF,DDR,0x91,0x91,544,0x91,1,1
0.279904000,1,0x44DF9,hit3,0x03F1C,DDR,0x6F,0x6F,-1343,0x6F,1,1
0.279904000,3,0x434F2,hit2,0x026FB,DDR,0x85,0x85,70,0x85,1,1
0.279904000,9,0x56ADA,hit9,0x0D4B0,DDR,0x79,0x79,-224,0x79,1,1
0.279936000,1,0x44DFA,hit3,0x03F1D,DDR,0x61,0x61,-2449,0x61,1,1
0.279936000,3,0x434F3,hit2,0x026FC,DDR,0x80,0x80,0,0x80,1,1
0.279936000,9,0x56ADA,hit9,0x0D4B0,DDR,0x79,0x79,-224,0x79,1,1
0.279968000,1,0x44DFA,hit3,0x03F1D,DDR,0x61,0x61,-2449,0x61,1,1
0.279968000,3,0x434F4,hit2,0x026FD,DDR,0x82,0x82,28,0x82,1,1
0.279968000,9,0x56ADB,hit9,0x0D4B1,DDR,0x75,0x75,-352,0x75,1,1
0.280000000,1,0x44DFB,hit3,0x03F1E,DDR,0x7F,0x7F,-79,0x7F,1,1
0.280000000,3,0x434F4,hit2,0x026FD,DDR,0x82,0x82,28,0x82,1,1
0.280000000,9,0x56ADB,hit9,0x0D4B1,DDR,0x75,0x75,-352,0x75,1,1
0.280032000,1,0x44DFB,hit3,0x03F1E,DDR,0x7F,0x7F,-79,0x7F,1,1
0.280032000,3,0x434F5,hit2,0x026FE,DDR,0x92,0x92,252,0x92,1,1
0.280032000,9,0x56ADC,hit9,0x0D4B2,DDR,0x87,0x87,224,0x87,1,1
0.280064000,1,0x44DFC,hit3,0x03F1F,DDR,0xA7,0xA7,3081,0xA7,1,1
0.280064000,3,0x434F5,hit2,0x026FE,DDR,0x92,0x92,252,0x92,1,1
0.280064000,9,0x56ADC,hit9,0x0D4B2,DDR,0x87,0x87,224,0x87,1,1
0.280096000,1,0x44DFD,hit3,0x03F20,DDR,0x89,0x89,711,0x89,1,1
0.280096000,3,0x434F6,hit2,0x026FF,DDR,0x79,0x79,-98,0x79,1,1
0.280096000,9,0x56ADD,hit9,0x0D4B3,DDR,0x8C,0x8C,384,0x8C,1,1
0.280128000,1,0x44DFD,hit3,0x03F20,DDR,0x89,0x89,711,0x89,1,1
0.280128000,3,0x434F6,hit2,0x026FF,DDR,0x79,0x79,-98,0x79,1,1
0.280128000,9,0x56ADD,hit9,0x0D4B3,DDR,0x8C,0x8C,384,0x8C,1,1
0.280160000,1,0x44DFE,hit3,0x03F21,DDR,0x71,0x71,-1185,0x71,1,1
0.280160000,3,0x434F7,hit2,0x02700,DDR,0x7D,0x7D,-42,0x7D,1,1
0.280160000,9,0x56ADE,hit9,0x0D4B4,DDR,0x71,0x71,-480,0x71,1,1
0.280192000,1,0x44DFE,hit3,0x03F21,DDR,0x71,0x71,-1185,0x71,1,1
0.280192000,3,0x434F7,hit2,0x02700,DDR,0x7D,0x7D,-42,0x7D,1,1
0.280192000,9,0x56ADE,hit9,0x0D4B4,DDR,0x71,0x71,-480,0x71,1,1
0.280224000,1,0x44DFF,hit3,0x03F22,DDR,0x65,0x65,-2133,0x65,1,1
0.280224000,3,0x434F8,hit2,0x02701,DDR,0x8D,0x8D,182,0x8D,1,1
0.280224000,9,0x56ADF,hit9,0x0D4B5,DDR,0x82,0x82,64,0x82,1,1
0.280256000,1,0x44DFF,hit3,0x03F22,DDR,0x65,0x65,-2133,0x65,1,1
0.280256000,3,0x434F8,hit2,0x02701,DDR,0x8D,0x8D,182,0x8D,1,1
0.280256000,9,0x56ADF,hit9,0x0D4B5,DDR,0x82,0x82,64,0x82,1,1
0.280288000,1,0x44E00,hit3,0x03F23,DDR,0x74,0x74,-948,0x74,1,1
0.280288000,3,0x434F9,hit2,0x02702,DDR,0x7D,0x7D,-42,0x7D,1,1
0.280288000,9,0x56AE0,hit9,0x0D4B6,DDR,0x80,0x80,0,0x80,1,1
0.280320000,1,0x44E01,hit3,0x03F24,DDR,0xBA,0xBA,4582,0xBA,1,1
0.280320000,3,0x434F9,hit2,0x02702,DDR,0x7D,0x7D,-42,0x7D,1,1
0.280320000,9,0x56AE0,hit9,0x0D4B6,DDR,0x80,0x80,0,0x80,1,1
0.280352000,1,0x44E01,hit3,0x03F24,DDR,0xBA,0xBA,4582,0xBA,1,1
0.280352000,3,0x434FA,hit2,0x02703,DDR,0x82,0x82,28,0x82,1,1
0.280352000,9,0x56AE1,hit9,0x0D4B7,DDR,0x86,0x86,192,0x86,1,1
0.280384000,1,0x44E02,hit3,0x03F25,DDR,0x85,0x85,395,0x85,1,1
0.280384000,3,0x434FA,hit2,0x02703,DDR,0x82,0x82,28,0x82,1,1
0.280384000,9,0x56AE1,hit9,0x0D4B7,DDR,0x86,0x86,192,0x86,1,1
0.280416000,1,0x44E02,hit3,0x03F25,DDR,0x85,0x85,395,0x85,1,1
0.280416000,3,0x434FB,hit2,0x02704,DDR,0x8A,0x8A,140,0x8A,1,1
0.280416000,9,0x56AE2,hit9,0x0D4B8,DDR,0x72,0x72,-448,0x72,1,1
0.280448000,1,0x44E03,hit3,0x03F26,DDR,0x61,0x61,-2449,0x61,1,1
0.280448000,3,0x434FB,hit2,0x02704,DDR,0x8A,0x8A,140,0x8A,1,1
0.280448000,9,0x56AE2,hit9,0x0D4B8,DDR,0x72,0x72,-448,0x72,1,1
0.280480000,1,0x44E03,hit3,0x03F26,DDR,0x61,0x61,-2449,0x61,1,1
0.280480000,3,0x434FC,hit2,0x02705,DDR,0x80,0x80,0,0x80,1,1
0.280480000,9,0x56AE3,hit9,0x0D4B9,DDR,0x70,0x70,-512,0x70,1,1
0.280512000,1,0x44E04,hit3,0x03F27,DDR,0x74,0x74,-948,0x74,1,1
0.280512000,3,0x434FC,hit2,0x02705,DDR,0x80,0x80,0,0x80,1,1
0.280512000,9,0x56AE3,hit9,0x0D4B9,DDR,0x70,0x70,-512,0x70,1,1
0.280544000,1,0x44E04,hit3,0x03F27,DDR,0x74,0x74,-948,0x74,1,1
0.280544000,3,0x434FD,hit2,0x02706,DDR,0x81,0x81,14,0x81,1,1
0.280544000,9,0x56AE4,hit9,0x0D4BA,DDR,0x7D,0x7D,-96,0x7D,1,1
0.280576000,1,0x44E05,hit3,0x03F28,DDR,0x8A,0x8A,790,0x8A,1,1
0.280576000,3,0x434FD,hit2,0x02706,DDR,0x81,0x81,14,0x81,1,1
0.280576000,9,0x56AE4,hit9,0x0D4BA,DDR,0x7D,0x7D,-96,0x7D,1,1
0.280608000,1,0x44E06,hit3,0x03F29,DDR,0xB2,0xB2,3950,0xB2,1,1
0.280608000,3,0x434FE,hit2,0x02707,DDR,0x87,0x87,98,0x87,1,1
0.280608000,9,0x56AE5,hit9,0x0D4BB,DDR,0x87,0x87,224,0x87,1,1
0.280640000,1,0x44E06,hit3,0x03F29,DDR,0xB2,0xB2,3950,0xB2,1,1
0.280640000,3,0x434FE,hit2,0x02707,DDR,0x87,0x87,98,0x87,1,1
0.280640000,9,0x56AE5,hit9,0x0D4BB,DDR,0x87,0x87,224,0x87,1,1
0.280672000,1,0x44E07,hit3,0x03F2A,DDR,0x54,0x54,-3476,0x54,1,1
0.280672000,3,0x434FF,hit2,0x02708,DDR,0x88,0x88,112,0x88,1,1
0.280672000,9,0x56AE6,hit9,0x0D4BC,DDR,0x79,0x79,-224,0x79,1,1
0.280704000,1,0x44E07,hit3,0x03F2A,DDR,0x54,0x54,-3476,0x54,1,1
0.280704000,3,0x434FF,hit2,0x02708,DDR,0x88,0x88,112,0x88,1,1
0.280704000,9,0x56AE7,hit9,0x0D4BD,DDR,0x78,0x78,-256,0x78,1,1
0.280736000,1,0x44E08,hit3,0x03F2B,DDR,0x76,0x76,-790,0x76,1,1
0.280736000,3,0x43500,hit2,0x02709,DDR,0x80,0x80,0,0x80,1,1
0.280736000,9,0x56AE7,hit9,0x0D4BD,DDR,0x78,0x78,-256,0x78,1,1
0.280768000,1,0x44E08,hit3,0x03F2B,DDR,0x76,0x76,-790,0x76,1,1
0.280768000,3,0x43500,hit2,0x02709,DDR,0x80,0x80,0,0x80,1,1
0.280768000,9,0x56AE8,hit9,0x0D4BE,DDR,0x71,0x71,-480,0x71,1,1
0.280800000,1,0x44E09,hit3,0x03F2C,DDR,0xA5,0xA5,2923,0xA5,1,1
0.280800000,3,0x43501,hit2,0x0270A,DDR,0x83,0x83,42,0x83,1,1
0.280800000,9,0x56AE8,hit9,0x0D4BE,DDR,0x71,0x71,-480,0x71,1,1
0.280832000,1,0x44E0A,hit3,0x03F2D,DDR,0x89,0x89,711,0x89,1,1
0.280832000,3,0x43501,hit2,0x0270A,DDR,0x83,0x83,42,0x83,1,1
0.280832000,9,0x56AE9,hit9,0x0D4BF,DDR,0x9C,0x9C,896,0x9C,1,1
0.280864000,1,0x44E0A,hit3,0x03F2D,DDR,0x89,0x89,711,0x89,1,1
0.280864000,3,0x43502,hit2,0x0270B,DDR,0x8A,0x8A,140,0x8A,1,1
0.280864000,9,0x56AE9,hit9,0x0D4BF,DDR,0x9C,0x9C,896,0x9C,1,1
0.280896000,1,0x44E0B,hit3,0x03F2E,DDR,0x6C,0x6C,-1580,0x6C,1,1
0.280896000,3,0x43502,hit2,0x0270B,DDR,0x8A,0x8A,140,0x8A,1,1
0.280896000,9,0x56AEA,hit9,0x0D4C0,DDR,0x8D,0x8D,416,0x8D,1,1
0.280928000,1,0x44E0B,hit3,0x03F2E,DDR,0x6C,0x6C,-1580,0x6C,1,1
0.280928000,3,0x43503,hit2,0x0270C,DDR,0x83,0x83,42,0x83,1,1
0.280928000,9,0x56AEA,hit9,0x0D4C0,DDR,0x8D,0x8D,416,0x8D,1,1
0.280960000,1,0x44E0C,hit3,0x03F2F,DDR,0x89,0x89,711,0x89,1,1
0.280960000,3,0x43503,hit2,0x0270C,DDR,0x83,0x83,42,0x83,1,1
0.280960000,9,0x56AEB,hit9,0x0D4C1,DDR,0x72,0x72,-448,0x72,1,1
0.280992000,1,0x44E0C,hit3,0x03F2F,DDR,0x89,0x89,711,0x89,1,1
0.280992000,3,0x43504,hit2,0x0270D,DDR,0x7B,0x7B,-70,0x7B,1,1
0.280992000,9,0x56AEB,hit9,0x0D4C1,DDR,0x72,0x72,-448,0x72,1,1
0.281024000,1,0x44E0D,hit3,0x03F30,DDR,0x92,0x92,1422,0x92,1,1
0.281024000,3,0x43505,hit2,0x0270E,DDR,0x8D,0x8D,182,0x8D,1,1
0.281024000,9,0x56AEC,hit9,0x0D4C2,DDR,0x83,0x83,96,0x83,1,1
0.281056000,1,0x44E0D,hit3,0x03F30,DDR,0x92,0x92,1422,0x92,1,1
0.281056000,3,0x43505,hit2,0x0270E,DDR,0x8D,0x8D,182,0x8D,1,1
0.281056000,9,0x56AEC,hit9,0x0D4C2,DDR,0x83,0x83,96,0x83,1,1
0.281088000,1,0x44E0E,hit3,0x03F31,DDR,0x79,0x79,-553,0x79,1,1
0.281088000,3,0x43506,hit2,0x0270F,DDR,0x81,0x81,14,0x81,1,1
0.281088000,9,0x56AED,hit9,0x0D4C3,DDR,0x87,0x87,224,0x87,1,1
0.281120000,1,0x44E0F,hit3,0x03F32,DDR,0x7B,0x7B,-395,0x7B,1,1
0.281120000,3,0x43506,hit2,0x0270F,DDR,0x81,0x81,14,0x81,1,1
0.281120000,9,0x56AED,hit9,0x0D4C3,DDR,0x87,0x87,224,0x87,1,1
0.281152000,1,0x44E0F,hit3,0x03F32,DDR,0x7B,0x7B,-395,0x7B,1,1
0.281152000,3,0x43507,hit2,0x02710,DDR,0x7A,0x7A,-84,0x7A,1,1
0.281152000,9,0x56AEE,hit9,0x0D4C4,DDR,0x92,0x92,576,0x92,1,1
0.281184000,1,0x44E10,hit3,0x03F33,DDR,0x8D,0x8D,1027,0x8D,1,1
0.281184000,3,0x43507,hit2,0x02710,DDR,0x7A,0x7A,-84,0x7A,1,1
0.281184000,9,0x56AEE,hit9,0x0D4C4,DDR,0x92,0x92,576,0x92,1,1
0.281216000,1,0x44E10,hit3,0x03F33,DDR,0x8D,0x8D,1027,0x8D,1,1
0.281216000,3,0x43508,hit2,0x02711,DDR,0x89,0x89,126,0x89,1,1
0.281216000,9,0x56AEF,hit9,0x0D4C5,DDR,0x85,0x85,160,0x85,1,1
0.281248000,1,0x44E11,hit3,0x03F34,DDR,0x60,0x60,-2528,0x60,1,1
0.281248000,3,0x43508,hit2,0x02711,DDR,0x89,0x89,126,0x89,1,1
0.281248000,9,0x56AEF,hit9,0x0D4C5,DDR,0x85,0x85,160,0x85,1,1
0.281280000,1,0x44E11,hit3,0x03F34,DDR,0x60,0x60,-2528,0x60,1,1
0.281280000,3,0x43509,hit2,0x02712,DDR,0x87,0x87,98,0x87,1,1
0.281280000,9,0x56AF0,hit9,0x0D4C6,DDR,0x7A,0x7A,-192,0x7A,1,1
0.281312000,1,0x44E12,hit3,0x03F35,DDR,0x9F,0x9F,2449,0x9F,1,1
0.281312000,3,0x43509,hit2,0x02712,DDR,0x87,0x87,98,0x87,1,1
0.281312000,9,0x56AF0,hit9,0x0D4C6,DDR,0x7A,0x7A,-192,0x7A,1,1
0.281344000,1,0x44E13,hit3,0x03F36,DDR,0xA7,0xA7,3081,0xA7,1,1
0.281344000,3,0x4350A,hit2,0x02713,DDR,0x7A,0x7A,-84,0x7A,1,1
0.281344000,9,0x56AF1,hit9,0x0D4C7,DDR,0x79,0x79,-224,0x79,1,1
0.281376000,1,0x44E13,hit3,0x03F36,DDR,0xA7,0xA7,3081,0xA7,1,1
0.281376000,3,0x4350A,hit2,0x02713,DDR,0x7A,0x7A,-84,0x7A,1,1
0.281376000,9,0x56AF1,hit9,0x0D4C7,DDR,0x79,0x79,-224,0x79,1,1
0.281408000,1,0x44E14,hit3,0x03F37,DDR,0x47,0x47,-4503,0x47,1,1
0.281408000,3,0x4350B,hit2,0x02714,DDR,0x82,0x82,28,0x82,1,1
0.281408000,9,0x56AF2,hit9,0x0D4C8,DDR,0x7D,0x7D,-96,0x7D,1,1
0.281440000,1,0x44E14,hit3,0x03F37,DDR,0x47,0x47,-4503,0x47,1,1
0.281440000,3,0x4350B,hit2,0x02714,DDR,0x82,0x82,28,0x82,1,1
0.281440000,9,0x56AF2,hit9,0x0D4C8,DDR,0x7D,0x7D,-96,0x7D,1,1
0.281472000,1,0x44E15,hit3,0x03F38,DDR,0x7B,0x7B,-395,0x7B,1,1
0.281472000,3,0x4350C,hit2,0x02715,DDR,0x8A,0x8A,140,0x8A,1,1
0.281472000,9,0x56AF3,hit9,0x0D4C9,DDR,0x84,0x84,128,0x84,1,1
0.281504000,1,0x44E15,hit3,0x03F38,DDR,0x7B,0x7B,-395,0x7B,1,1
0.281504000,3,0x4350C,hit2,0x02715,DDR,0x8A,0x8A,140,0x8A,1,1
0.281504000,9,0x56AF3,hit9,0x0D4C9,DDR,0x84,0x84,128,0x84,1,1
0.281536000,1,0x44E16,hit3,0x03F39,DDR,0xA1,0xA1,2607,0xA1,1,1
0.281536000,3,0x4350D,hit2,0x02716,DDR,0x85,0x85,70,0x85,1,1
0.281536000,9,0x56AF4,hit9,0x0D4CA,DDR,0x74,0x74,-384,0x74,1,1
0.281568000,1,0x44E16,hit3,0x03F39,DDR,0xA1,0xA1,2607,0xA1,1,1
0.281568000,3,0x4350D,hit2,0x02716,DDR,0x85,0x85,70,0x85,1,1
0.281568000,9,0x56AF4,hit9,0x0D4CA,DDR,0x74,0x74,-384,0x74,1,1
0.281600000,1,0x44E17,hit3,0x03F3A,DDR,0x86,0x86,474,0x86,1,1
0.281600000,3,0x4350E,hit2,0x02717,DDR,0x7D,0x7D,-42,0x7D,1,1
0.281600000,9,0x56AF5,hit9,0x0D4CB,DDR,0x7A,0x7A,-192,0x7A,1,1
0.281632000,1,0x44E18,hit3,0x03F3B,DDR,0x89,0x89,711,0x89,1,1
0.281632000,3,0x4350E,hit2,0x02717,DDR,0x7D,0x7D,-42,0x7D,1,1
0.281632000,9,0x56AF5,hit9,0x0D4CB,DDR,0x7A,0x7A,-192,0x7A,1,1
0.281664000,1,0x44E18,hit3,0x03F3B,DDR,0x89,0x89,711,0x89,1,1
0.281664000,3,0x4350F,hit2,0x02718,DDR,0x8A,0x8A,140,0x8A,1,1
0.281664000,9,0x56AF6,hit9,0x0D4CC,DDR,0x90,0x90,512,0x90,1,1
0.281696000,1,0x44E19,hit3,0x03F3C,DDR,0x57,0x57,-3239,0x57,1,1
0.281696000,3,0x4350F,hit2,0x02718,DDR,0x8A,0x8A,140,0x8A,1,1
0.281696000,9,0x56AF7,hit9,0x0D4CD,DDR,0x7A,0x7A,-192,0x7A,1,1
0.281728000,1,0x44E19,hit3,0x03F3C,DDR,0x57,0x57,-3239,0x57,1,1
0.281728000,3,0x43510,hit2,0x02719,DDR,0x8D,0x8D,182,0x8D,1,1
0.281728000,9,0x56AF7,hit9,0x0D4CD,DDR,0x7A,0x7A,-192,0x7A,1,1
0.281760000,1,0x44E1A,hit3,0x03F3D,DDR,0x81,0x81,79,0x81,1,1
0.281760000,3,0x43510,hit2,0x02719,DDR,0x8D,0x8D,182,0x8D,1,1
0.281760000,9,0x56AF8,hit9,0x0D4CE,DDR,0x6E,0x6E,-576,0x6E,1,1
0.281792000,1,0x44E1A,hit3,0x03F3D,DDR,0x81,0x81,79,0x81,1,1
